nm_item,nm_product
SAB LIQ CRYSAL ERVA DOCE 400ML,SABONETE
CR TRAT ELSEVE REPAR TOT 5 300G,TRATAMENTO CAPILAR
BETADINE 24MG C30 COMPRIMIDOS ACHE,OUTRO FARMA
BOLO CHOC PANCO 300G,PADARIA E CONFEITARIA INDUSTRIALIZADO
PIZZA CONG FGO QJO SEARA 460G,PIZZA CONGELADA
GUARD FD BOB CLASSE 22.5X24,GUARDANAPO
OSTEOBAN 150MG C/1 COMPRIMIDO ACHE,OUTRO FARMA
PASTILHA  LARANJA TIC TAC 49G,BALA
TROK POMADA C/30G EUROFARMA,OUTRO FARMA
TALCO PO TENYS PE BARUEL WOMAN 100G,TALCO
CREAM CHEESE LIGHT PHILADELPHIA 300G,QUEIJO CREMOSO
ESC 1009B UNITUFO 9MM CURAPROX,ESCOVA DE DENTES
ESC DENT 5460B ULTRA MACIA CURAPROX,ESCOVA DE DENTES
NOVANLO 2.5MG C/30 COMPRIMIDOS BIOLAB,OUTRO FARMA
CYLOCORT 3 1MG POM OFT 3.5G GENON,OUTRO FARMA
GRANOLA BAN KOBBER 250G,GRANOLA
BALA MINT STICK MENTOS 38G,BALA
MASSA ITA TORTEL PRESUNT S FREDIANO 250G,MACARRAO
AMAC CONC DOWNY LIRIOS CAMPO 500ML,AMACIANTE
TORRONE AMEND WAFFER GUIMARAES 150G,OUTRO DOCE
TAGLIATELLE MEZZANI 500G,MACARRAO
MULTIGRIP C/20 CAPSULAS MULTILAB,OUTRO FARMA
PRADAXA 110MG C/30 CAPSULAS BOEHRINGER,OUTRO FARMA
CERV BUDWEISER LT 350 ML,CERVEJA
COCO RAL DR OETKER 100G,DERIVADOS DO COCO SECO
BOLO LAR PANCO 300G,PADARIA E CONFEITARIA INDUSTRIALIZADO
FAR TRIGO RESERVA ESP PAP D BENTA 1KG,FARINHA DE TRIGO
SHA TRESEMME TRESPLEX REGENERAAcAaO 400ML,SHAMPOO
G CILOSTAZOL 100MG C/60 COMP EUROFARMA,OUTRO FARMA
REQ CREM TIROLEZ 200G,REQUEIJAO
ZARGUS 3MG C/30 COMPRIMIDOS PSICO ACHE,OUTRO FARMA
G CL VENLAFAXINA 150MG C/30CP PSICO EMS,OUTRO FARMA
BRAVAN 320MG C30 CP ACHE,OUTRO FARMA
SHA JOHNSONS BABY CHEIR PROLONG 400ML,SHAMPOO INFANTIL
LEITE PAST SEMI DESN COOPER BELLE 1L,LEITE
DESOD ROLL GIO BABY CHERRY 50ML,DESODORANTE
"DIANE 2 0,035MG C/63 DRAGEA BAYER",OUTRO FARMA
SAB LIQ PROTEX CREAM 250ML,SABONETE
RAVIOLI CARNE MEZZANI 400G,MASSA FRESCA
FLOGORAL C/12 PASTILHAS LARANJA ACHE,OUTRO FARMA
ZYLORIC 300MG C/30 COMP ASPEN,OUTRO FARMA
CLOMID C/10 COMPRIMIDOS MEDLEY,OUTRO FARMA
RESFENOL COM 20 CAPS HERTZ,OUTRO FARMA
G CL DILTIAZEN 60MG C/50 COMP EMS,OUTRO FARMA
XAROPE EXPECTORANTE 135G APIARIO,OUTRO FARMA
FLAGASS 75MG GOTAS C/10ML ACHE,OUTRO FARMA
ACCU CHEK ACTIVE 25 TIRAS,OUTRO FARMA
LUBRIFICANTE OLLAGEL 50G,OUTRO FARMA
ATACAND 8MG C/30 COMPRIMIDOS ASTRAZENECA,OUTRO FARMA
VITERGAN MASTER C/30 CAPSULAS MARJAN,OUTRO FARMA
SUPOSITORIO GLICERINA INFANT C12 GRANADO,OUTRO FARMA
ANTUX 6MG XAROPE C/120ML ACHE,OUTRO FARMA
IOG GREGO ZERO MORG VIGOR 100G,IOGURTE
G ROSUVASTATINA CALCICA 20MG C/30 CP MED,OUTRO FARMA
G DESLORATADINA 0.5MG XP 60ML MEDLEY,OUTRO FARMA
VELIJA 30MG C/30 COMPR. PSICO LIBBS,OUTRO FARMA
HASTES  FLEXIVEIS C 75 APONETE,HASTE FLEXIVEL
GESTINOL 75MCG 30MCG C3X28 COMP. LIBBS,OUTRO FARMA
TOMATE PELADO POMAROLA LT 400G,POLPA DE TOMATE
CR RICOTA LEVE POLENGHI 150G,QUEIJO CREMOSO
SINTOCALMY 600MG C/30 COMPRIMIDOS ACHE,OUTRO FARMA
CHOC BIS LAKA LACTA 126G,CHOCOLATE
AMAC CONC COMFORT ENERGY OLEOS ES 500ML,AMACIANTE
BEPANTOL BABY MAXI CR 60G,OUTRO FARMA
ESPONJA ESFOLIEX RAFAINI C1,ESPONJA
PICOLE MAGNUM WHITE KIBON 100ML,PICOLE
CR BARB BOZZANO MENT 65G,ESPUMA OU GEL DE BARBEAR
CR BARB BOZZANO PELE SENS 65G,ESPUMA OU GEL DE BARBEAR
LIPIDIL 160MG C/30 COMPRIMIDOS ABBOT,OUTRO FARMA
NALDECON NOITE C/4 COMP HOSP RECKITT,OUTRO FARMA
G CARBAMAZEPINA 400MG C20CP PSICO EMS,OUTRO FARMA
SIBLIMA 60 15MCG C/24 COMPRIMIDOS LIBBS,OUTRO FARMA
G PANTOPRAZOL 20MG C/  28 COMP MEDLEY,OUTRO FARMA
MINIMA C/24 COMPRIMIDOS MEDLEY,OUTRO FARMA
PROCIMAX 20MG C/28 CP PSICO LIBBS,OUTRO FARMA
G SINVASTATINA 20MG C/ 30 COMP SANDOZ,OUTRO FARMA
CLARITIN 10MG C/12 COMPRIMIDOS BAYER,OUTRO FARMA
VOLTAREN RETARD 100MG C/10 COMPR. SANDOZ,OUTRO FARMA
ZITROMAX 500MG C/3 CP REVESTIDOS PFIZER,OUTRO FARMA
VALTREX 500MG C/ 10 COMPRIMIDOS GSK,OUTRO FARMA
PROPRANOLOL 10MG C/30 COMPRIMIDOS SIGMA,OUTRO FARMA
BEB LACTEA NAT LAR CEN MEL PAULISTA 170G,BEBIDA LACTEA
BEB LACTEA FRUTI MORG NINHO 250G,BEBIDA LACTEA
PROFENID PROTECT C10 CAPSULAS SANOFI,OUTRO FARMA
FASCIA 30 SACHES BIOLAB,OUTRO FARMA
BISNAGUINHA  MONICA INT WICKBOLD 300G,PADARIA E CONFEITARIA INDUSTRIALIZADO
DONILA 10MG C/30 CP PSICO ACHE,OUTRO FARMA
CEREAL 3 CEREAIS NESTON SC 210,CEREAL MATINAL
ALIM GATOS WHISKAS CASTRADO CARNE 500G,ALIMENTO PET
SAB LIQ CRYSAL ALGAS MARINHAS 400ML,SABONETE
G MAL ENALAPRIL 10MG C/  30 COMP EMS,OUTRO FARMA
G ATENOLOL 25MG C 30 COMP BIOSINTETICA,OUTRO FARMA
DIOVAN HCT 160 12.5MG C/28 CP SANDOZ,OUTRO FARMA
MASCARTA MEDIX C50 PRETA,MASCARA DE PROTECAO
G AMOXICILINA 500MG C/21 CAPS MEDLEY,OUTRO FARMA
NEUTROFER 150MG C/30 COMPRIMIDOS SIGMA,OUTRO FARMA
ABLOK 50MG C/30 COMPRIMIDOS BIOLAB,OUTRO FARMA
RIVOTRIL 0.5MG C/30 COMPR. PSICO FQM,OUTRO FARMA
XANTINON COMPLEX SOLUCAO C/100ML UQ.,OUTRO FARMA
ATROPINA 1  COLIRIO C.5ML ALLERGAN,OUTRO FARMA
FIGATIL LIQUIDO C/150ML CATARINENSE,OUTRO FARMA
NOVALGINA GOTAS C/20ML SANOFI,OUTRO FARMA
OTOSPORIN SOL. OTOLOGICA C/10ML FARMOQUI,OUTRO FARMA
COMPLEXO HOMEOPATICO N.46 ALMEIDA PRADO,OUTRO FARMA
CASTANHA DA INDIA ATALAIA C30DR FARMABRA,OUTRO FARMA
PROCTOSAN POM HERTZ,OUTRO FARMA
BALSAMO BENGUE POMADA C/20G SIGMA PHARMA,OUTRO FARMA
DRENISON OCLUSIVO C/200CM BIOLAB,OUTRO FARMA
BALSAMO BENGUE GEL C/20G SIGMA PHARMA,OUTRO FARMA
FENERGAN CREME C/30GR SANOFI,OUTRO FARMA
QUADRIDERM 20G POM MANTECORP,OUTRO FARMA
VERUTEX 2  CREME C/15GR LEO PHARMA,OUTRO FARMA
ICADEN CREME C/20G LEO PHARMA,OUTRO FARMA
NATURETTI GELEIA C/130GR SANOFI,OUTRO FARMA
GINO CANESTEN 2  CR VAG 20G C/3 APLIC BA,OUTRO FARMA
COLPISTATIN CREME C/10 APLICADORES ACHE,OUTRO FARMA
VITANOL-A 0.025  CREME C/30G STIEFEL,OUTRO FARMA
DRENISON CREME C/30GR BIOLAB,OUTRO FARMA
COREGA ULTRA CR 40G MENTA,OUTRO FARMA
SALONPAS GEL 40G HISAMITSU,OUTRO FARMA
KOLLAGENASE S/ CLORANF POM 30G CRISTALI,OUTRO FARMA
SYMBICORT T. 6 200MCG C/60 DOSES FQM,OUTRO FARMA
TOBRACORT 3 1MG/G POM OFT 3.5G GENON,OUTRO FARMA
TOBRACORT 3 1MG/ML SUSP OFTALM 5ML GENON,OUTRO FARMA
G AMOXICILINA 500MG C/21 CAPS EUROF,OUTRO FARMA
UTROGESTAN 200MG C/14 CAPSULAS BESINS,OUTRO FARMA
G CL METFORMINA 500MG C/30 COMP REV MERC,OUTRO FARMA
G ACICLOVIR 400MG C/10 COMP RANBAXY,OUTRO FARMA
G DIPIRONA SODIC 500MG C10COMP HOSP EMS,OUTRO FARMA
SUCO LIMAO VERDADE NATURAL ONE 900ML,SUCO PRONTO
CAFE LEITE 3CORACOES RF 100G,CAFE
CAP CAFE LEITE TRES 90G C10,CAFE
CAP CAFE ESP PLENO TRES 80G C10,CAFE
PANELA PRESSAO ORIG 4.5L POL CLOCK,PANELA
ACHOC PO FLOCOS OVOMALTINE SC 300G,ACHOCOLATADO
TOALHA UMED JOHNSONS BABY R NASC C48,LENCO UMEDECIDO
TOALHA UMED JOHNSONS BABY EX CUID C48,LENCO UMEDECIDO
ABS ALWAYS COB SUAVE NOT C32,ABSORVENTE
PASTILHA MENTOS KISS MORG 35G,BALA
YAZ C/24 4 COMPRIMIDOS BAYER,OUTRO FARMA
SUCO LIMONADA TRAD MAGUARY 1L,SUCO PRONTO
DESOD AERO REXONA INVISIBLE MEN 150ML,DESODORANTE
SABAO BARRA VANISH SUPER 75G,SABAO EM PEDRA
FITA DENTAL JOHNSONS 50M,FIO DENTAL
MOLHO TOM ALHO AZEITE POMAROLA SC 300G,MOLHO DE TOMATE
BISC RECH ORIG OREO 36G,BISCOITO
XARELTO 10MG C/30 COMPRIMIDOS BAYER,OUTRO FARMA
SHA TIO NACHO ERVAS MILENARES 415/ML,SHAMPOO
LEIBA 200MI 12CP,OUTRO FARMA
SAB LIQ BEBE TRAD GRANADO RF 250ML,SABONETE
BOLO A MARIA CHOC BAUN PINGUINOS 70G,PADARIA E CONFEITARIA INDUSTRIALIZADO
KETCHUP HEINZ PICANTE 397G,KETCHUP
MAIONESE HEINZ SQUEEZE 215G,MAIONESE
BISC C CRACKER INT BAUDUCCO 200G,BISCOITO
ALIM GATOS DREAMIES FRANGO 40G,ALIMENTO PET
AGUA MIN NAT CRYSTAL 1L,AGUA
DESOD AERO DOVE MEN INVISIBLE DRY 150ML,DESODORANTE
LISADOR C08 COMPRIMIDOS HYPERMARCAS,OUTRO FARMA
G SECNIDAZOL 1000MG C/4 COMP MEDLEY,OUTRO FARMA
G MAL ENALAPRIL 5MG C/30 COMP MEDLEY,OUTRO FARMA
CLAVULIN BD 875MG C/20 COMPRIMIDOS GSK,OUTRO FARMA
G MAL DEXCLORFENIRAMINA 120ML MEDLEY,OUTRO FARMA
FLOGORAL SPRAY C/30ML CEREJA ACHE,OUTRO FARMA
CELERG XAROPE LEGRAND,OUTRO FARMA
ASTRO 600MG SUSPENSAO C/05ML EUROFARMA,OUTRO FARMA
DESALEX 0.5MG XAROPE C/60ML ORGANON,OUTRO FARMA
MYLICON 75MG GOTAS C/15ML CELLERA,OUTRO FARMA
RINOSORO 9 0.1MG GOTAS C/30ML HYPERMARCA,OUTRO FARMA
CETROLAC SOL OFTMALMICA 5ML GENON,OUTRO FARMA
GINO CANESTEN 500MG C1 COMP APLIC BAYER,OUTRO FARMA
AKINETON 2MG X 80 CPR PSICO BAGO,OUTRO FARMA
PROPILRACIL 100MG C/30 COMPRIMIDOS BIOLA,OUTRO FARMA
SOPAO CARNE ARISCO 157G,PREPARO PARA SOPA
CURATIVO MICROPORE C10 NEXCARE,ESPARADRAPO
CLAVULIN BD 400MG SUSPENSAO 70ML GSK,OUTRO FARMA
G CL SOTALOL 160MG C/ 20 COMP BIOSINTE,OUTRO FARMA
VICOG C/30 COMPRIMIDOS MARJAN,OUTRO FARMA
ARTROLIVE C/30 CAPSULAS ACHE,OUTRO FARMA
PONSTAN 500MG C/24 COMPRIMIDOS PFIZER,OUTRO FARMA
PRIMOSISTON C/30 COMPRIMIDOS GENOM,OUTRO FARMA
PROFENID 50MG  C/24 CAPSULAS SANOFI,OUTRO FARMA
MELAGRIAO SPRAY MENTA 30ML CATARINENSE,OUTRO FARMA
HYTOS PLUS XAROPE UNIAO QUIMICA,OUTRO FARMA
BIOFENAC AEROSOL C/ 60GR ACHE,OUTRO FARMA
HEPATILON LIQUIDO HERTZ,OUTRO FARMA
G ALBENDAZOL 40MG 10ML SUSP EMS,OUTRO FARMA
G SIMETICONA 75MG GOTAS 15ML MEDLEY,OUTRO FARMA
G NIMESULIDA GTS 15ML EMS,OUTRO FARMA
PRATO N10 LAMINADO KIREY,PRATO DESCARTAVEL
MARG CS DORIANA 250G,MARGARINA
MARG CS DORIANA 500G,MARGARINA
CAM MASC MC G36,FRUTO DO MAR
LEITE LV INTEGRAL ITALAC 1L,LEITE
ADDERA D3 7.000UI C. 04 CPR.RV. HYPERA,OUTRO FARMA
ANADOR 500MG/ML GOTAS 20ML SANOFI,OUTRO FARMA
NOTUSS TSS 3.0MG/ML XAROPE C/120ML ACHE,OUTRO FARMA
DIPROSPAN C/1 AMP INJETAVEL MANTECORP,OUTRO FARMA
CETOBETA CREME C/30GR BUNKER,OUTRO FARMA
FITA MICROPOR BEGE 2.5CMX4.5M NEXCARE,ESPARADRAPO
CRONOBE 5000MG INJ 2 AMP BIOLAB,OUTRO FARMA
CITONEURIN 5000MG C/03 AMPOLAS PROCTER,OUTRO FARMA
PROCTYL POMADA 10 BISN 3G C/ 10 APL TAKE,OUTRO FARMA
G CETOCO DIP BETA 30G CR EUROFARMA,OUTRO FARMA
G CETOCO DIP BETA SULF NEO 30G CR MEDLEY,OUTRO FARMA
G CETOCO DIP BETA SULF NEO 30G POM MED,OUTRO FARMA
RENITEC 20MG C/30 COMPRIMIDOS ORGANON,OUTRO FARMA
METICORTEN 20MG C/10 COMPRIMIDOS SUPERA,OUTRO FARMA
EUTHYROX 50MG C/50 COMPRIMIDOS MERCK,OUTRO FARMA
DECONGEX PLUS C/12 COMPRIMIDOS ACHE,OUTRO FARMA
ARNICA GTS CH6 (DIN1CH-30CH) 15ML ALM PR,OUTRO FARMA
ADEFORTE SOL ORAL C/ 1 AMPOLA 3ML GROSS,OUTRO FARMA
AEROLIN 2MG/5ML XAROPE FR 120ML GSK,OUTRO FARMA
GOTAS BINELLI 30MG GOTAS C/10ML DAUDT,OUTRO FARMA
ATROVENT 0.25MG GOTAS 20ML BOEHRINGER,OUTRO FARMA
ANADOR 500MG C/4 CPR HOSPIT SANOFI,OUTRO FARMA
NOOTROPIL 800MG C/30 COMPRIMIDOS UCB BIO,OUTRO FARMA
LIPANON RETARD 250MG C/30 CS HYPERA,OUTRO FARMA
BECLOSOL 50MCG AQ NAS SPRAY 200DOSES GSK,OUTRO FARMA
NEOSALDINA GOTAS C/15ML TAKEDA,OUTRO FARMA
TOBREX 3MG SOL OFT GTS 5ML ALCON,OUTRO FARMA
CAFE ALM GRAOS CURUCA 500G,CAFE
FILE MIGNON TEMP PRIETO,CARNE BOVINA
CAFE VAC FORTE BRASILEIRO 500G,CAFE
CAFE VAC PILAO 500G,CAFE
CAFE ALM NHA BENTA 250G,CAFE
QJO RICOTA FRESC IPANEMA,QUEIJO
CAFE VAC MELITTA 500G,CAFE
MAC OVOS ESPAGUETE ADRIA 500G,MACARRAO
MAC SEMOLA CARACOLINO GALLO 500G,MACARRAO
MAC SEMOLADO FURADINHO 5 GALO 500G,MACARRAO
MAC INT G DURO PENNE RENATA 500G,MACARRAO
SOPAO GALINHA CAIPIRA MAGGI 200G,PREPARO PARA SOPA
OPTI-FREE REPLENISH PRO 300 120ML ALCON,OUTRO FARMA
VH CHI CASILLERO DEL DIABLO CAB 750ML,VINHO IMPORTADO
BEB LACTEA VIT COOPER 200ML,BEBIDA LACTEA
G AZITROMICINA 500MG C/5 COMP MEDLEY,OUTRO FARMA
ACHOC PO 2.0 NESCAU LT 400G,ACHOCOLATADO
BEB NUTRI UVA ADES 200ML,SUCO PRONTO
ENSURE 400G BAUNILHA ABBOTT,SUPLEMENTO ALIMENTAR
APAR DESC BIC FOR WOMEN C2,APARELHO DE BARBEAR E DEPILATORIO
MASSA TALHARIM MASSA LEVE 500G,MACARRAO
REFR GUARANA ANTARCTICA ZERO 600ML,REFRIGERANTE
REFR SODA LIMONADA ANTARCTICA 2L,REFRIGERANTE
REFR FANTA UVA 600ML,REFRIGERANTE
REFR FANTA LAR 600ML,REFRIGERANTE
REFR COLA COOP 2L,REFRIGERANTE
REFR SUKITA LARANJA 2L,REFRIGERANTE
REFR GUARANA DIET DOLLY 2L,REFRIGERANTE
REFR ITUBAINA ORIGINAL 2L,REFRIGERANTE
CERV HEINEKEN LT 350ML,CERVEJA
BEB LARANJA VIG TURMA VIGOR 200ML,SUCO PRONTO
SUCO MANGA DEL VALLE MAIS 1L,SUCO PRONTO
SUCO CONCENTRADO CAJU MAGUARY 500ML,SUCO PRONTO
NECTAR UVA LIGHT MAGUARY 1L,SUCO PRONTO
COQ AMEND BAIANINHA 900ML,BEBIDA MISTA
BICARB SODIO  MARPA 50G,BICARBONATO DE SODIO
FAR CROC BIJU YOKI 500G,FARINHA DE MANDIOCA
FAR TRIGO ESP COOP 1KG,FARINHA DE TRIGO
FAR MAND FINA CRUA C BELO 1KG,FARINHA DE MANDIOCA
FAR MAND GROSSA M CUCA 500G,FARINHA DE MANDIOCA
FAR MAND TOR PURA YOKI 500G,FARINHA DE MANDIOCA
ALIM VIT FLOC 3 CEREAIS NESTON 400G,CEREAL MATINAL
CEREAL MOCA FLAKES NESTLE 330G,CEREAL MATINAL
FUBA PRE COZ YOKI 500G,FUBA
GRAN FLAKES MALTADO JASMINE 300G,GRANOLA
GRAN FLAKES TRAD JASMINE 300G,GRANOLA
POLVILHO DOCE YOKI 500G,POLVILHO
BICARB SODIO  COOP 80G,BICARBONATO DE SODIO
NECTAR MANGA MAGUARY 1L,SUCO PRONTO
MINI LASANHA A BOLONHESA SADIA 350G,LASANHA CONGELADA
PAO QJO LANCHE FORNO DE MINAS 1KG,MASSA DE PAO DE QUEIJO
VINHO CHI CONCHA Y TORO SAUV BLANC 750ML,VINHO IMPORTADO
VINHO FARONI LOPEZ TT SV  750ML,VINHO NACIONAL
PIZZA CONG LOMBO CAT E MUSS SADIA 460G,PIZZA CONGELADA
PAO INT LIGHT PULLMAN 350G,PADARIA E CONFEITARIA INDUSTRIALIZADO
PAO FORMA PANCO 500G,PADARIA E CONFEITARIA INDUSTRIALIZADO
BISNAGUINHA COOP 300G,PADARIA E CONFEITARIA INDUSTRIALIZADO
BEBEZINHO RECH CHOC PANCO 210G,PADARIA E CONFEITARIA INDUSTRIALIZADO
BEBEZINHO RECH MORG PANCO 210G,PADARIA E CONFEITARIA INDUSTRIALIZADO
SAL DE FRUTA ENO VD LARANJA 100G GSK,OUTRO FARMA
ENX BUCAL LISTERINE TART CONT FR 250ML,ENXAGUANTE BUCAL
HIDROSTERIL ESTERILIZADOR DE AGUA 50ML,OUTRO FARMA
BISC SALG WIND PANCO 500G,BISCOITO
BISC C CRACKER BAUDUCCO 200G,BISCOITO
BISC MAIZENA PIRAQUE 200G,BISCOITO
HASTE FLEX TOPZ C75,HASTE FLEXIVEL
TORRADA MAGIC TOAST MARILAN 150G,TORRADA
CASQ SORVETE KASKETE BARION 75G,CASQUINHA DE SORVETE
BISC SALG PIRAQUE 100G,BISCOITO
LUSTRA MOV PEROBA CERA CARNAUBA 200ML,LUSTRA MOVEIS
LEITE LV INTEGRAL LIDER 1L,LEITE
MAC G DURO PAPARDELE RENATA 200G,MACARRAO
CARGA GILLETTE MACH3 TURBO C2,APARELHO DE BARBEAR E DEPILATORIO
SAGU MAND YOKI 500G,SAGU
FERM FRESC FLEISCHMANN C/4 60G,FERMENTO
SIDRA CERESER S ALC MACA 660ML,SIDRA
SAND CLASSICA MASC 885 IPANEMA,PRATO PRONTO
ERVILHA CONG PRATIGEL 300G,VEGETAL CONGELADO
ALIM CAES PEDIGREE CARNE VEGETAIS 1KG,ALIMENTO PET
COLOMBA CHOC BAUDUCCO 500G,PANIFICACAO PASCOA
QUIRELA MARPA 500G,ALIMENTO PET
SUP COADOR 100 MELITTA TRAD,COADOR
AZEITE PORT EXT VIRG GALLO VD 500ML,AZEITE DE OLIVA
AZEITE EXT VIRG LA ESPANHOLA VD 500ML,AZEITE DE OLIVA
AGUA OXIGENADA 10 VOL SPRAY 100ML ADV,AGUA OXIGENADA
SUCO LAR NAT INT XANDO 300ML,SUCO PRONTO
CERV BADEN BADEN GOLDEN 600ML,CERVEJA
MORT BOLOGNA TRAD FAT CERATTI 150G,MORTADELA
PROT SOL SUNDOWN KIDS FPS60 120ML,PROTETOR SOLAR
FILE FGO PARMEGIANA SEARA 500G,PROTEINA CONGELADA
PAO ESTAR LEVE IOG CEN WICKBOLD 370G,PADARIA E CONFEITARIA INDUSTRIALIZADO
SAB PHEBO AMAZONIA 90G,SABONETE
SAB PHEBO FRESCOR DA MANHA 90G,SABONETE
G ALBENDAZOL 400MG C/01 COMP MEDLEY,OUTRO FARMA
AMAC INF MON BIJOU BABY 2L,AMACIANTE
PIPOCA MO MANT CINEMA YOKI 100G,PIPOCA PARA MICROONDAS
FIO DENTAL COLGATE MENTA 50M,FIO DENTAL
BUSONID 32MCG 6ML NASAL C/120 DOSES ACHE,OUTRO FARMA
SORV FRUTTARE COCO KIBON 60ML,SORVETE
PICOLE ESKIBON CLASSICO KIBON 48G,PICOLE
TO PAPEL FD KITCHEN C120 FOLHAS,PAPEL TOALHA
REPELENTE LOCAO OFF FAMILY 100ML,REPELENTE CORPORAL
GELATINA DIET MORANGO OETKER 12G,GELATINA
GELATINA DIET AMORA OETKER 12G,GELATINA
DIOVAN AMLO FIX 320 10MG C/28 CP SANDOZ,OUTRO FARMA
SAB LIQ CRYSAL AMENDOAS 255ML,SABONETE
SAB LIQ CRYSAL ERVA DOCE 255ML,SABONETE
KIT P FEIJOADA COOP 1KG,PREPARO DE ALIMENTO
CERV CONTI BIER PILSEN LT 350ML,CERVEJA
BIFINHO KELDOG GALINHA CAIPIRA 65G,ALIMENTO PET
DESOD ROLL REXONA V8 50ML,DESODORANTE
DESOD ROLL DOVE ORIG 50ML,DESODORANTE
REV MONICA E CEBOLINHA,LIVRO/REVISTA
CAFE SOL DESCAF MELITTA 50G,CAFE
MANT BATAVO SS TE 200G,MANTEIGA
MAC G DURO INT SPAGHET RENATA 500G,MACARRAO
MAC G DURO LINGUINE RENATA 500G,MACARRAO
MAC G DURO TRI PENNE RENATA 500G,MACARRAO
MAC OVOS ESPAGUETE 8 RENATA 500G,MACARRAO
MAC OVOS FURADINHO RENATA 500G,MACARRAO
AZEITONA VDE C C RIVOLI 500G,AZEITONA
DAMATER C/30 CAPSULAS GRUNENTHAL,OUTRO FARMA
BEB MISTA FR CITRIC TAMPICO 2L,SUCO PRONTO
FORMULA INF NESTOGENO 1 400G,FORMULA LACTEA
BISC QJO PIT STOP MARILAN 162G,BISCOITO
GEL FIXADOR CRYSAL INCOLOR 250G,MODELADOR PARA CABELO
DESOD ROLL NIVEA DRY IMPACT 50ML,DESODORANTE
CHOCOTTONE MAXI BAUDUCCO 500G,PANIFICACAO NATAL
SHAMPOO HUGGIES CAMOMILA 200ML,SHAMPOO INFANTIL
G ALPRAZOLAM 1MG C30CP PSICO EMS,OUTRO FARMA
CANELA PO COOP 60G,CANELA
CEBOLA  GRAN KITANO 50G,CEBOLA
COLORAU M  CUCA 70G,COLORIFICO
CERA LIQ INCOLOR BRILHO FACIL 750ML,PRODUTO DE LIMPEZA DE PISO
CERA LIQ ARDOSIA VDE BRILHO FACIL 750ML,PRODUTO DE LIMPEZA DE PISO
COMINHO PO M CUCA 20G,OUTRO CONDIMENTO
AMAC BABY SOFT FLOWERS TOQ MACIEZ 2L,AMACIANTE
OLEO SOJA LIZA 900ML,OLEO VEGETAL
LIMP M USO VEJA CAMPESTRE 500ML,MULTIUSO
LIMP BANH HARPIC CLORO 500ML,MULTIUSO
LIMP L PESADA VEJA LARANJA 500ML,MULTIUSO
CANJICA COOP 500G,CANJICA
FILE COSTELA ENTRECOTE MATURATTA FRIBOI,CARNE BOVINA
GOIABADA PREDILECTA 300G,GOIABADA
DOCE LEITE CHOC CAMBUI PT 200G,OUTRO DOCE
FEIJAO CARIOCA COOP T1 1KG,FEIJAO
LAVA ROUPA LIQ COCO BABY SOFT 500ML,LAVA ROUPAS
OREGANO MARPA 10G,OREGANO
FOLHA LOURO KITANO 4G,LOURO
FOLHA LOURO M CUCA 8G,LOURO
REMOVEDOR ZULU PERFUMADO 900ML,OUTRO PRODUTO DE LIMPEZA DOMESTICA
COPO AMERICANO DISLAR 190ML,COPO
MANJERICAO M CUCA 5G,MANJERICAO
CURRY M  CUCA 15G,CURRY
SAL TEMPERADO  AJI-SAL 250G,SAL
MOLHO PIM KITANO 150ML,MOLHO DE PIMENTA
ALCOOL LIQ ZULU TRAD 46 1L,ALCOOL
MOLHO SHOYU LIGHT SAKURA 150ML,MOLHO SHOYU
DESINF PERF KALIPTO MARINE 2L,DESINFETANTE
LIMP PISO DESTAC LAMINADO 750ML,PRODUTO DE LIMPEZA DE PISO
NOZ MOSCADA  KITANO 8G,OUTRO CONDIMENTO
INSET GEL FORMIBEL MATA FORMIGA 10G,INSETICIDA
PACOCA ROLHA STA HELENA 350G,PACOCA
TETA NEGA KIDOCE PARDINI 100G,OUTRO DOCE
BEB SOJA TONYU ABACAXI 200ML,BEBIDA DE SOJA
INSET ISCA MORTEIN MATA RATOS 15G,RATICIDA
LIMP M USO VEJA MACA VERDE 500ML,MULTIUSO
SAB LIQ  JOHNSONS BABY GLIC 200ML,SABONETE INFANTIL
CAFE SOL IGUACU 50G,CAFE
IOG FR VERM VIGOR 180G,IOGURTE
SOBRECOXA FGO CONG SADIA 1KG,CARNE DE AVE
ATUM PED NAT G DA COSTA 170G,PROTEINA EM CONSERVA
SAL DE FRUTA ENO VD GUARANA 100G GSK,OUTRO FARMA
OVO BCO GDE COOP C12,OVO
VITAMINA E C/30 CAPSULAS SANDOZ,OUTRO FARMA
LOCAO HID JOHNSONS BABY 200ML,CREME CORPORAL
BISC MARIA PANCO 400G,BISCOITO
CAFE SOL TRAD NESCAFE 100G,CAFE
LOCAO HID CAMOMILA CLIN VASENOL 200ML,CREME CORPORAL
CR LEITE FRESCO TIROLEZ 500ML,CREME DE LEITE
PRESERV LUBRIF JONTEX C6,PRESERVATIVO
MOLHO TOM POMAROLA LT 340G,MOLHO DE TOMATE
ATUM RAL COQUEIRO 170G,PROTEINA EM CONSERVA
CALDO LEGUMES KNORR 57G,CALDO INDUSTRIALIZADO
SOPA CEBOLA MAGGI 68G,PREPARO PARA SOPA
SOPAO GALINHA MAGGI 200G,PREPARO PARA SOPA
DET LIQ LIMPOL COCO 500ML,DETERGENTE
ALHO GRAN DESID  M CUCA 20G,ALHO PROCESSADO
DESINF PINHO SOL LIMAO 1L,DESINFETANTE
